Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Iza Kwantes,F,SBD,Raw,19.5,20-23,19-23,Open,68.72,69,120.0,-125.0,125.0,,125.0,67.5,70.0,-72.5,,70.0,185.0,192.5,200.0,,200.0,395.0,2,403.63,398.05,351.01,82.02,Yes,Netherlands,,KNKF-SP,IPF,2022-07-16,Netherlands,,Wezep,PWG Summer Cup
Arjen Francke,M,SBD,Raw,22.5,20-23,19-23,Juniors,111.26,120,210.0,222.5,227.5,,227.5,152.5,160.0,165.0,,165.0,270.0,292.5,-310.5,,292.5,685.0,3,403.98,401.74,384.1,82.35,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Aysun Cakmak,F,SBD,Raw,40.5,40-44,40-49,Open,60.8,63,130.0,132.5,-135.0,,132.5,72.5,75.0,-77.5,,75.0,-160.0,160.0,-162.5,,160.0,367.5,4,404.02,405.55,358.26,82.32,Yes,Netherlands,,KNKF-SP,IPF,2019-09-28,Netherlands,GE,Nijmegen,SBD Cup
Femke Ploeg,F,SBD,Raw,21.5,20-23,19-23,Open,73.34,76,140.0,-145.0,145.0,,145.0,75.0,82.5,85.0,,85.0,170.0,180.0,-195.0,,180.0,410.0,3,404.13,395.36,348.05,82.25,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Hans van Rootselaar,M,SBD,Raw,25.5,24-34,24-39,Open,91.42,93,202.5,215.0,222.5,,222.5,152.5,-160.0,162.5,,162.5,220.0,235.0,245.0,,245.0,630.0,13,404.19,399.05,382.2,83.11,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Christophe Rebreyend,M,SBD,Raw,25.5,24-34,24-39,Open,124.6,120+,250.0,-262.5,-262.5,,250.0,147.5,-155.0,-155.0,,147.5,300.0,315.0,,,315.0,712.5,1,404.22,406.28,388.9,81.49,Yes,Netherlands,,KNKF-SP,IPF,2014-09-06,Netherlands,NB,Tilburg,Qualifier Dutch Classic Powerlifting Championships
Silvan Heijnen,M,SBD,Raw,18.5,18-19,19-23,Open,103.0,105,230.0,245.0,-250.0,,245.0,150.0,155.0,-160.0,,155.0,-250.0,250.0,265.0,,265.0,665.0,6,404.22,400.14,382.07,82.84,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Sven den Houting,M,SBD,Raw,40.5,40-44,40-49,Open,104.9,105,240.0,255.0,260.0,,260.0,-140.0,-150.0,150.0,,150.0,240.0,252.5,260.0,,260.0,670.0,4,404.23,400.49,382.43,82.76,Yes,Netherlands,,KNKF-SP,IPF,2017-12-09,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Niek Bronsvoort,M,SBD,Raw,22.5,20-23,19-23,Juniors,91.36,93,202.5,207.5,215.0,,215.0,140.0,145.0,147.5,,147.5,245.0,257.5,267.5,,267.5,630.0,7,404.33,399.18,382.33,83.14,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Luke Diepenbroek,M,SBD,Raw,28.5,24-34,24-39,Open,114.2,120,230.0,240.0,245.0,,245.0,160.0,167.5,172.5,,172.5,260.0,275.0,-285.0,,275.0,692.5,1,404.55,403.14,385.79,82.28,Yes,Netherlands,,KNKF-SP,IPF,2019-12-07,Netherlands,NB,Veldhoven,DRC Cup
Cathelijne Gort,F,SBD,Raw,18.5,18-19,19-23,Juniors,70.1,72,112.5,117.5,122.5,,122.5,80.0,85.5,87.5,,87.5,180.0,190.0,190.5,,190.5,400.5,1,404.68,398.04,350.86,82.26,Yes,Netherlands,,KNKF-SP,IPF,2020-03-07,Netherlands,NH,Oudkarspel,Dutch Juniors Classic Powerlifting Championships
Benjamin Faal,M,SBD,Raw,22.5,20-23,19-23,Open,117.65,120,240.0,250.0,-255.0,,250.0,130.0,140.0,150.0,,150.0,275.0,300.0,-310.0,,300.0,700.0,4,404.71,404.36,387.35,82.08,Yes,Netherlands,,KNKF-SP,IPF,2017-12-09,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Remco Bourgeois,M,SBD,Raw,28.5,24-34,24-39,Open,80.7,83,170.0,180.0,190.0,,190.0,120.0,125.0,130.0,,130.0,255.0,270.0,-285.0,,270.0,590.0,6,404.76,400.6,385.84,82.84,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
David Vesseur,M,SBD,Raw,22.5,20-23,19-23,Open,73.1,74,190.0,202.5,-210.0,,202.5,120.0,127.5,-132.5,,127.5,205.0,215.0,225.0,,225.0,555.0,4,404.85,402.73,389.56,82.0,Yes,Netherlands,,KNKF-SP,IPF,2018-04-22,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Djahmar Schoonheim,M,SBD,Raw,21.5,20-23,19-23,Juniors,81.82,83,192.5,205.0,212.5,,212.5,125.0,132.5,-135.0,,132.5,240.0,250.0,-267.5,,250.0,595.0,4,404.95,400.59,385.59,82.96,Yes,Netherlands,,KNKF-SP,IPF,2021-07-17,Netherlands,,Weert,Subjunioren & Junioren NK Powerliften Classic
Lise Goldman,F,SBD,Raw,23.5,24-34,24-39,Open,61.9,63,127.5,132.5,140.0,,140.0,72.5,77.5,-80.0,,77.5,137.5,147.5,155.0,,155.0,372.5,2,404.98,405.45,358.09,82.44,Yes,Netherlands,,KNKF-SP,IPF,2019-09-28,Netherlands,GE,Nijmegen,SBD Cup
Esmee Neeleman,F,SBD,Raw,18.5,18-19,19-23,Juniors,56.14,57,105.0,112.5,117.5,,117.5,67.5,72.5,-75.0,,72.5,147.5,160.0,-170.5,,160.0,350.0,2,405.02,411.01,363.53,83.05,Yes,Netherlands,,KNKF-SP,IPF,2022-04-16,Netherlands,,Weert,Junioren NK Powerliften Dames
Thijs Oudshoorn,M,SBD,Raw,29.5,24-34,24-39,Open,80.6,83,190.0,200.0,205.0,,205.0,145.0,150.0,-155.0,,150.0,225.0,235.0,-242.5,,235.0,590.0,10,405.05,400.91,386.16,82.9,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Nino van Rikxoort,M,SBD,Raw,19.5,20-23,19-23,Juniors,98.92,105,215.0,225.0,-227.5,,225.0,147.5,152.5,-157.5,,152.5,250.0,262.5,277.5,,277.5,655.0,2,405.08,400.38,382.49,83.17,Yes,Netherlands,,KNKF-SP,IPF,2020-03-07,Netherlands,NH,Oudkarspel,Dutch Juniors Classic Powerlifting Championships
Siebren Marinus,M,SBD,Raw,20.5,20-23,19-23,Open,117.32,120,-245.0,245.0,257.5,,257.5,152.5,160.0,-162.5,,160.0,270.0,-282.5,282.5,,282.5,700.0,2,405.1,404.64,387.59,82.18,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Joost de Groot,M,SBD,Raw,24.5,24-34,24-39,Open,96.4,105,200.0,230.0,,,230.0,142.5,152.5,157.5,,157.5,230.0,250.0,260.0,,260.0,647.5,3,405.1,400.15,382.51,83.25,Yes,Netherlands,,KNKF-SP,IPF,2015-09-06,Netherlands,GE,Nijmegen,SBD Cup
Lars Knöps,M,SBD,Raw,29.5,24-34,24-39,Open,92.46,93,180.0,190.0,200.0,,200.0,162.5,167.5,172.5,,172.5,245.0,257.5,262.5,,262.5,635.0,7,405.16,400.01,382.94,83.31,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Michiel Francke,M,SBD,Raw,29.5,24-34,24-39,Open,91.64,93,230.0,237.5,-245.0,,237.5,140.0,145.0,-150.0,,145.0,240.0,250.0,-257.5,,250.0,632.5,9,405.32,400.16,383.22,83.34,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Joost de Groot,M,SBD,Raw,25.5,24-34,24-39,Open,100.52,105,250.0,-260.0,-260.0,,250.0,150.0,155.0,-160.0,,155.0,240.0,255.0,-280.0,,255.0,660.0,4,405.33,400.84,382.82,83.17,Yes,Netherlands,,EPF,IPF,2016-09-08,Italy,,Borgaro Torinese,Western European Powerlifting Championships
Alexander Vermetten,M,SBD,Raw,21.5,20-23,19-23,Juniors,104.15,105,210.0,230.0,240.0,,240.0,160.0,170.0,-175.5,,170.0,260.0,,,,260.0,670.0,1,405.41,401.52,383.39,83.04,Yes,Netherlands,,KNKF-SP,IPF,2016-04-16,Netherlands,NH,Noord-Scharwoude,Dutch Juniors & Sub-Juniors Championships
Rim Pinckers,M,SBD,Raw,29.5,24-34,24-39,Open,87.33,93,210.0,225.0,232.5,,232.5,137.5,142.5,-147.5,,142.5,225.0,242.5,-255.0,,242.5,617.5,15,405.51,400.48,384.34,83.33,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Mardi Don Emanuel,M,SBD,Raw,20.5,20-23,19-23,Juniors,73.42,74,180.0,-187.5,190.0,,190.0,125.0,130.0,-135.0,,130.0,-235.0,237.5,-247.5,,237.5,557.5,4,405.51,403.27,390.01,82.18,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Richard Schoonhoven,M,SBD,Raw,24.5,24-34,24-39,Open,92.28,93,202.5,210.0,-215.0,,210.0,142.5,147.5,152.5,,152.5,257.5,265.0,272.5,,272.5,635.0,3,405.54,400.39,383.33,83.39,Yes,Netherlands,,EPF,IPF,2020-02-25,France,,Merignac,European University Cup
Job Lucas,M,SBD,Raw,21.5,20-23,19-23,Open,91.52,93,-220.0,220.0,230.0,,230.0,145.0,152.5,-160.0,,152.5,230.0,240.0,250.0,,250.0,632.5,8,405.58,400.42,383.49,83.4,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Ruud Kassing,M,SBD,Raw,24.5,24-34,24-39,Open,82.8,83,192.5,202.5,210.0,,210.0,127.5,135.0,140.0,,140.0,235.0,250.0,-260.0,,250.0,600.0,1,405.6,401.07,385.85,83.16,Yes,Netherlands,,KNKF-SP,IPF,2017-10-14,Netherlands,NB,Tilburg,Dutch Student Powerlifting Championships
Tim de Klerk,M,SBD,Raw,25.5,24-34,24-39,Open,73.9,74,185.0,195.0,-202.5,,195.0,127.5,132.5,135.0,,135.0,215.0,225.0,230.0,,230.0,560.0,1,405.6,403.2,389.84,82.27,Yes,Netherlands,,KNKF-SP,IPF,2017-09-30,Netherlands,GE,Nijmegen,SBD Cup
Aysun Cakmak,F,SBD,Raw,39.5,35-39,40-49,Masters 1,54.22,57,105.0,110.0,115.0,,115.0,65.0,-70.0,-70.0,,65.0,155.0,160.0,162.5,,162.5,342.5,2,405.67,413.31,365.87,83.53,Yes,Netherlands,,KNKF-SP,IPF,2018-09-22,Netherlands,GE,Nijmegen,SBD Cup
Marlinde Gras,F,SBD,Raw,29.5,24-34,24-39,Open,62.4,63,132.5,137.5,-142.5,,137.5,67.5,70.0,72.5,,72.5,152.5,160.0,165.0,,165.0,375.0,2,405.68,405.67,358.26,82.55,Yes,Netherlands,,KNKF-SP,IPF,2017-12-09,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Denzil Vreugd,M,SBD,Raw,40.5,40-44,40-49,Open,73.85,74,195.0,205.0,-210.0,,205.0,127.5,132.5,-137.5,,132.5,212.5,222.5,-230.0,,222.5,560.0,5,405.78,403.4,390.04,82.3,Yes,Netherlands,,KNKF-SP,IPF,2017-12-09,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Olivier Tijhuis,M,SBD,Raw,22.5,20-23,19-23,Juniors,80.9,83,187.5,195.0,-200.0,,195.0,130.0,135.0,137.5,,137.5,235.0,245.0,260.0,,260.0,592.5,4,405.89,401.68,386.84,83.09,Yes,Netherlands,,KNKF-SP,IPF,2018-06-24,Netherlands,,Utrecht,Dutch Juniors & Sub-Juniors Championships
Huub Hetterschijt,M,SBD,Raw,39.5,35-39,40-49,Open,114.2,120,230.0,240.0,250.0,,250.0,195.0,-207.5,-207.5,,195.0,225.0,240.0,250.0,,250.0,695.0,15,406.01,404.59,387.18,82.58,Yes,Netherlands,,IPF,IPF,2013-06-11,Russia,VLA,Suzdal,World Classic Powerlifting Championships
Michiel Francke,M,SBD,Raw,28.5,24-34,24-39,Open,90.58,93,225.0,235.0,240.0,,240.0,135.0,142.5,145.0,,145.0,245.0,-252.5,-252.5,,245.0,630.0,11,406.05,400.89,384.1,83.49,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Eva de Langen,F,SBD,Raw,25.5,24-34,24-39,Open,62.3,63,127.5,135.0,-137.5,,135.0,67.5,70.0,-72.5,,70.0,155.0,162.5,170.0,,170.0,375.0,4,406.08,406.17,358.7,82.64,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Martin Tan,M,SBD,Raw,24.5,24-34,24-39,Open,72.75,74,180.0,187.5,190.0,,190.0,132.5,137.5,140.0,,140.0,215.0,222.5,225.0,,225.0,555.0,3,406.14,404.13,391.0,82.2,Yes,Netherlands,,KNKF-SP,IPF,2018-04-22,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Tim de Klerk,M,SBD,Raw,24.5,24-34,24-39,Open,82.6,83,200.0,210.0,215.0,,215.0,135.0,142.5,-147.5,,142.5,230.0,-242.5,242.5,,242.5,600.0,2,406.16,401.65,386.45,83.26,Yes,Netherlands,,KNKF-SP,IPF,2016-10-01,Netherlands,NB,Tilburg,Dutch Student Powerlifting Championships
Li Hu,M,SBD,Raw,22.5,20-23,19-23,Open,102.66,105,245.0,260.0,265.0,,265.0,137.5,142.5,-147.5,,142.5,260.0,-262.5,-292.5,,260.0,667.5,1,406.3,402.13,383.98,83.29,Yes,Netherlands,,KNKF-SP,IPF,2022-07-16,Netherlands,,Wezep,PWG Summer Cup
Ruud Kassing,M,SBD,Raw,28.5,24-34,24-39,Open,90.44,93,210.0,220.0,227.5,,227.5,145.0,152.5,-157.5,,152.5,237.5,250.0,-265.0,,250.0,630.0,10,406.36,401.2,384.43,83.55,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Fabbio Hu,M,SBD,Raw,26.5,24-34,24-39,Open,73.68,74,190.0,200.0,-205.0,,200.0,125.0,130.0,-135.0,,130.0,210.0,220.0,230.0,,230.0,560.0,2,406.39,404.06,390.72,82.4,Yes,Netherlands,,KNKF-SP,IPF,2020-10-10,Netherlands,NB,Tilburg,Dutch Student Championships
Peter Zuiderhof,M,SBD,Raw,21.5,20-23,19-23,Juniors,90.42,93,205.0,212.5,215.0,,215.0,155.0,160.0,-167.5,,160.0,225.0,240.0,255.0,,255.0,630.0,6,406.41,401.24,384.47,83.56,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Tymen Gerestein,M,SBD,Raw,31.5,24-34,24-39,Open,119.85,120,240.0,-255.0,255.0,,255.0,200.0,-207.5,-207.5,,200.0,230.0,245.0,252.5,,252.5,707.5,2,406.49,406.88,389.89,82.29,Yes,Netherlands,,KNKF-SP,IPF,2016-12-11,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Ruud Kassing,M,SBD,Raw,23.5,24-34,24-39,Open,82.46,83,-192.5,192.5,-205.0,,192.5,135.0,-142.5,142.5,,142.5,240.0,252.5,265.0,,265.0,600.0,10,406.55,402.06,386.87,83.33,Yes,Netherlands,,IPF,IPF,2016-07-11,Belarus,,Minsk,World University Powerlifting Cup
Rowan Kollau,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,81.85,83,170.0,185.0,190.0,,190.0,115.0,122.5,-125.0,,122.5,272.5,-285.0,285.0,,285.0,597.5,3,406.57,402.18,387.12,83.3,Yes,Netherlands,,EPF,IPF,2018-11-24,Lithuania,,Kaunas,European Classic Powerlifting Championships
Denzil Vreugd,M,SBD,Raw,39.5,35-39,40-49,Masters 1,77.6,83,187.5,200.0,207.5,,207.5,-135.0,-141.0,141.0,,141.0,205.0,220.0,230.5,,230.5,579.0,1,406.62,403.14,388.96,82.94,Yes,Netherlands,,KNKF-SP,IPF,2016-05-22,Netherlands,NB,Eindhoven,Dutch Juniors & Masters Equipped Championships & Open Powerlifting
Hessel Veltman,M,SBD,Raw,28.5,24-34,24-39,Open,90.3,93,200.0,210.0,215.0,,215.0,142.5,150.0,155.0,,155.0,250.0,260.0,-265.0,,260.0,630.0,8,406.68,401.51,384.75,83.62,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Nino van Rikxoort,M,SBD,Raw,19.5,20-23,19-23,Open,100.58,105,210.0,225.0,-235.0,,225.0,145.0,-155.0,157.5,,157.5,252.5,265.0,280.0,,280.0,662.5,5,406.76,402.27,384.18,83.46,Yes,Netherlands,,KNKF-SP,IPF,2020-10-10,Netherlands,NB,Tilburg,Dutch Student Championships
Raymond Bruynaers,M,SBD,Raw,34.5,24-34,24-39,Open,78.32,83,192.5,205.0,-210.0,,205.0,135.0,-142.5,-142.5,,135.0,232.5,242.5,-250.0,,242.5,582.5,8,406.79,403.12,388.78,83.05,Yes,Netherlands,,KNKF-SP,IPF,2018-04-22,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Marciano Schildmeijer,M,SBD,Raw,29.5,24-34,24-39,Open,90.24,93,215.0,225.0,-230.0,,225.0,147.5,155.0,-160.0,,155.0,235.0,250.0,-260.0,,250.0,630.0,9,406.81,401.65,384.89,83.64,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
William van der Struis,M,SBD,Raw,34.5,24-34,24-39,Open,82.33,83,187.5,200.0,207.5,,207.5,147.5,155.0,160.0,,160.0,217.5,232.5,,,232.5,600.0,5,406.91,402.44,387.26,83.4,Yes,Netherlands,,KNKF-SP,IPF,2018-12-08,Netherlands,NB,Veldhoven,DRC Cup
Hessel Veltman,M,SBD,Raw,27.5,24-34,24-39,Open,81.68,83,180.0,192.5,197.5,,197.5,140.0,-145.0,145.0,,145.0,240.0,247.5,255.0,,255.0,597.5,5,407.05,402.69,387.64,83.38,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
Sven den Houting,M,SBD,Raw,39.5,35-39,40-49,Open,99.5,105,235.0,250.0,255.0,,255.0,145.0,150.0,-152.5,,150.0,235.0,255.0,-260.0,,255.0,660.0,6,407.13,402.48,384.45,83.58,Yes,Netherlands,,KNKF-SP,IPF,2016-12-11,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Gwen Mostert,F,SBD,Raw,32.5,24-34,24-39,Open,71.5,72,137.5,-145.0,145.0,,145.0,87.5,90.0,-92.5,,90.0,165.0,172.5,-185.0,,172.5,407.5,1,407.26,399.59,352.05,82.82,Yes,Netherlands,,KNKF-SP,IPF,2018-04-22,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Evert Maris,M,SBD,Raw,29.5,24-34,24-39,Open,115.35,120,235.0,245.0,-255.0,,245.0,170.0,177.5,185.0,,185.0,240.0,255.0,270.0,,270.0,700.0,1,407.49,406.41,389.06,82.8,Yes,Netherlands,,KNKF-SP,IPF,2018-04-22,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Job Zeijen,M,SBD,Raw,43.5,40-44,40-49,Masters 1,81.16,83,-202.5,202.5,210.5,,210.5,115.0,120.0,-122.5,,120.0,245.0,260.0,265.5,,265.5,596.0,1,407.53,403.25,388.3,83.44,Yes,Netherlands,,KNKF-SP,IPF,2022-04-17,Netherlands,,Weert,Subjunioren & Masters NK Powerliften Classic
Huub Hetterschijt,M,SBD,Raw,43.5,40-44,40-49,Open,115.23,120,235.0,250.0,260.0,,260.0,170.0,180.0,185.0,,185.0,240.0,250.0,255.0,,255.0,700.0,4,407.64,406.52,389.16,82.84,Yes,Netherlands,,EPF,IPF,2017-09-14,Luxembourg,,Hamm,Western European Championships
Lévi Rijnen,M,SBD,Raw,20.5,20-23,19-23,Open,87.78,93,220.0,235.0,247.5,,247.5,125.0,130.0,135.0,,135.0,220.0,230.0,240.0,,240.0,622.5,5,407.69,402.61,386.29,83.79,Yes,Netherlands,,KNKF-SP,IPF,2018-12-08,Netherlands,NB,Veldhoven,DRC Cup
Cathelijne Gort,F,SBD,Raw,19.5,20-23,19-23,Open,68.26,69,110.0,117.5,-122.5,,117.5,90.0,-92.5,-92.5,,90.0,180.0,190.0,-200.5,,190.0,397.5,3,407.74,402.47,354.96,82.85,Yes,Netherlands,,KNKF-SP,IPF,2021-05-22,Netherlands,,Maasland,Open NK Powerliften Classic Dames
Marcel Tamminga,M,SBD,Raw,27.5,24-34,24-39,Open,100.9,105,220.0,-230.0,,,220.0,130.0,135.0,140.0,,140.0,280.0,305.0,-327.5,,305.0,665.0,6,407.74,403.28,385.13,83.65,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Luc Koekelkoren,M,SBD,Raw,22.5,20-23,19-23,Juniors,73.78,74,-192.5,192.5,-200.0,,192.5,125.0,130.0,-132.5,,130.0,240.0,-247.5,-247.5,,240.0,562.5,18,407.84,405.47,392.06,82.71,Yes,Netherlands,,IPF,IPF,2021-09-23,Sweden,,Halmstad,World Classic Powerlifting Championships
Erik van den Bulk,M,SBD,Raw,23.5,24-34,24-39,Open,100.83,105,220.0,225.0,235.0,,235.0,155.0,162.5,-170.0,,162.5,230.0,267.5,,,267.5,665.0,10,407.86,403.39,385.24,83.68,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Martin Tan,M,SBD,Raw,24.5,24-34,24-39,Open,73.77,74,175.0,185.0,192.5,,192.5,132.5,140.0,-145.0,,140.0,200.0,212.5,230.0,,230.0,562.5,7,407.88,405.51,392.1,82.71,Yes,Netherlands,,IPF,IPF,2018-07-09,Czechia,,Pilsen,3rd World University Powerlifting Cup
Isabelle Feteris,F,SBD,Raw,22.5,20-23,19-23,Juniors,83.65,84,140.0,150.0,157.5,,157.5,95.0,100.0,-102.5,,100.0,175.0,185.0,-195.0,,185.0,442.5,3,407.98,395.42,345.8,83.7,Yes,Netherlands,,IPF,IPF,2018-06-06,Canada,,Calgary,World Classic Powerlifting Championships
Aysun Cakmak,F,SBD,Raw,39.5,35-39,40-49,Open,59.85,63,120.0,130.0,-135.0,,130.0,67.5,70.0,72.5,,72.5,155.0,162.5,165.0,,165.0,367.5,2,408.04,410.52,362.72,83.21,Yes,Netherlands,,KNKF-SP,IPF,2018-12-08,Netherlands,NB,Veldhoven,DRC Cup
Dennis-Jean Abbink,M,SBD,Raw,31.5,24-34,24-39,Open,64.6,66,172.5,-180.0,180.0,,180.0,112.5,117.5,-120.0,,117.5,215.0,-225.0,-243.0,,215.0,512.5,2,408.07,409.66,398.48,80.8,Yes,Netherlands,,KNKF-SP,IPF,2019-03-23,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Cathelijne Gort,F,SBD,Raw,20.5,20-23,19-23,Juniors,74.5,76,125.0,-132.5,-132.5,,125.0,95.0,100.0,-102.5,,100.0,180.0,192.5,-200.0,,192.5,417.5,6,408.08,398.57,350.69,83.1,Yes,Netherlands,,IPF,IPF,2022-08-31,Turkey,,Istanbul,World Junior Classic Powerlifting Championships
Denzil Vreugd,M,SBD,Raw,39.5,35-39,40-49,Open,73.2,74,192.5,205.0,210.0,,210.0,130.0,-135.0,-135.0,,130.0,220.0,-240.0,-240.0,,220.0,560.0,3,408.13,405.96,392.66,82.68,Yes,Netherlands,,KNKF-SP,IPF,2016-12-11,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Tessa Ophoff,F,SBD,Raw,20.5,20-23,19-23,Open,73.64,76,140.0,150.0,155.0,,155.0,75.0,80.0,-85.0,,80.0,165.0,175.0,180.0,,180.0,415.0,2,408.16,399.13,351.32,83.08,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Sil Maris,M,SBD,Raw,21.5,20-23,19-23,Juniors,80.7,83,205.0,212.5,220.0,,220.0,120.0,125.0,130.0,,130.0,227.5,240.0,245.0,,245.0,595.0,3,408.19,404.0,389.11,83.55,Yes,Netherlands,,KNKF-SP,IPF,2018-06-24,Netherlands,,Utrecht,Dutch Juniors & Sub-Juniors Championships
Joost de Groot,M,SBD,Raw,26.5,24-34,24-39,Open,92.5,93,227.5,245.0,250.0,,250.0,145.0,-150.0,-150.0,,145.0,230.0,245.0,-277.5,,245.0,640.0,2,408.26,403.08,385.87,83.95,Yes,Netherlands,,KNKF-SP,IPF,2017-09-30,Netherlands,GE,Nijmegen,SBD Cup
Benjamin Faal,M,SBD,Raw,24.5,24-34,24-39,Open,112.4,120,240.0,-250.0,-260.0,,240.0,140.0,150.0,155.0,,155.0,300.0,-310.0,-310.0,,300.0,695.0,5,408.35,406.39,388.68,83.17,Yes,Netherlands,,KNKF-SP,IPF,2019-03-23,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Jeroen Grimbergen,M,SBD,Raw,21.5,20-23,19-23,Open,89.55,93,220.0,230.0,240.0,,240.0,132.5,-137.5,137.5,,137.5,235.0,-250.0,252.5,,252.5,630.0,7,408.39,403.22,386.53,83.96,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Lars Knöps,M,SBD,Raw,30.5,24-34,24-39,Open,92.42,93,190.0,202.5,207.5,,207.5,165.0,172.5,-180.0,,172.5,245.0,260.0,-270.0,,260.0,640.0,7,408.43,403.24,386.04,83.98,Yes,Netherlands,,KNKF-SP,IPF,2022-03-26,Netherlands,,Tilburg,Open NK Powerliften Classic
Luc van der Male,M,SBD,Raw,18.5,18-19,19-23,Juniors,81.2,83,187.5,197.5,205.0,,205.0,127.5,135.0,-140.0,,135.0,237.5,252.5,257.5,,257.5,597.5,2,408.44,404.15,389.15,83.63,Yes,Netherlands,,KNKF-SP,IPF,2018-06-24,Netherlands,,Utrecht,Dutch Juniors & Sub-Juniors Championships
Alex Yang,M,SBD,Raw,24.5,24-34,24-39,Open,73.6,74,182.5,192.5,197.5,,197.5,135.0,-142.5,142.5,,142.5,200.0,210.0,222.5,,222.5,562.5,4,408.49,406.18,392.78,82.81,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Evert Maris,M,SBD,Raw,32.5,24-34,24-39,Open,118.04,120,250.0,-260.0,-260.0,,250.0,185.0,192.5,-197.5,,192.5,250.0,265.0,-287.5,,265.0,707.5,6,408.58,408.36,391.21,82.84,Yes,Netherlands,,KNKF-SP,IPF,2021-05-30,Netherlands,,Maasland,Open NK Powerliften Classic Heren
